objectnummer;instelling.naam;objectnaam;titel;beschrijving;vervaardiging.datum.begin;vervaardiging.datum.eind;vervaardiger;vervaardiger.rol;vervaardiging.plaats
AU-0007-0008;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een fietsende rennersgroep in Het Kuipke, Gent;Opname van een fietsende rennersgroep in Het Kuipke in Gent in het kader van de tentoonstelling 'De Zesdaagse'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0007-0009;Het Huis van Alijn (Gent);geluidsfragment;Diverse geluiden van fietsende renners in Het Kuipke, Gent;Opname van fietsende renners in Het Kuipke in Gent in het kader van de tentoonstelling 'De Zesdaagse'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0007-0010;Het Huis van Alijn (Gent);geluidsfragment;Geluid van twee fietsende renners in fase in Het Kuipke, Gent;Opname van twee fietsende renners in fase in Het Kuipke in Gent in het kader van de tentoonstelling 'De Zesdaagse'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0007-0011;Het Huis van Alijn (Gent);geluidsfragment;Geluid van twee fietsende renners in fase in Het Kuipke, Gent;Opname van twee fietsende renners in fase in Het Kuipke in Gent in het kader van de tentoonstelling 'De Zesdaagse'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0001;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een schietkraam;Opname van een schietkraam in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0002;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een ballonnenkraam;Opname van een ballonnenkraam in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0003;Het Huis van Alijn (Gent);geluidsfragment;Geluid van de Beach Boat;Opname van de Beach Boat in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0004;Het Huis van Alijn (Gent);geluidsfragment;Geluid van de Brooklyn Bridge;Opname van de Brooklyn Bridge in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0005;Het Huis van Alijn (Gent);geluidsfragment;Geluid van de Brooklyn Bridge;Opname van de Brooklyn Bridge in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0006;Het Huis van Alijn (Gent);geluidsfragment;Geluid van de Deca Dance;Opname van de Deca Dance in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0007;Het Huis van Alijn (Gent);geluidsfragment;Geluid van de Eclipse;Opname van de Eclipse in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0008;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een draaimolen;Opname van een draaimolen in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0009;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een lunapark;Opname van een lunapark in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0010;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een lunapark;Opname van een lunapark in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0011;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een draaimolen;Opname van een draaimolen in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0012;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een paardenmolen;Opname van een paardenmolen in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0013;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een rollercoaster;Opname van een rollercoaster in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0014;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een rollercoaster;Opname van een rollercoaster in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0015;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een rollercoaster;Opname van een rollercoaster in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0016;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een rollercoaster;Opname van een rollercoaster in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0017;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een rollercoaster;Opname van een rollercoaster in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0019;Het Huis van Alijn (Gent);geluidsfragment;Geluid van de Sinksenfoor;Opname van de Sinksenfoor in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0021;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een eendjeskraam;Opname van een eendjeskraam in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0022;Het Huis van Alijn (Gent);geluidsfragment;Geluid van de Wild Mouse;Opname van de Wild Mouse in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0006-0023;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een draaimolen;Opname van een draaimolen in het kader van de tentoonstelling 'Terug van de kermis'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0038;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een mikadospel op een houten vloer;Opname van een mikadospel op een houten vloer in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
1976-100-018;Het Huis van Alijn (Gent);foto;Reuzen Albrecht en Isabella, Gent;Reuzen Albrecht van Oostenrijk en Isabella van Spanje in de voormalige kapel van het Museum voor Volkskunde in Gent.;"";"";"";"";""
AU-0004-0010;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een speelgoedweegschaal;Opname van een speelgoedweegschaal in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
AU-0004-0012;Het Huis van Alijn (Gent);geluidsfragment;Geluid van een musicerend konijn op wieltjes;Opname van een musicerend konijn op wieltjes in het kader van het project 'Het geluid van de dingen'.;2015;"";Aifoon$Huis van Alijn;producent$opdrachtgever;$
